condition,cond_type,suspicion,type_injected,image,tp,raw,w_dev,h_dev,dx,dy,margin,shift_vs_size,match_iou,conf,p_h,p_w,aspect,area_frac,n_labels,covered_by_others,touches_edge
rot_p15,rotation,height,1,001226.png,1,0.3107,0.1158,0.3107,-0.0158,0.002,-0.1948,-0.2948,0.684,0.9338,48.0,63.7,1.326,0.006571,4,0.125,0
rot_p15,rotation,height,1,001226.png,1,0.5232,0.0785,0.5232,0.0027,0.0065,-0.4447,-0.5167,0.609,0.9257,117.4,258.5,2.202,0.065177,4,0.0,0
rot_p15,rotation,scale,1,001276.png,1,0.3169,0.1268,0.507,-0.0165,0.0077,-0.3802,-0.4904,0.589,0.9034,79.6,152.9,1.92,0.026149,6,0.183,0
width_m15,width,width,1,000006.png,1,0.2099,-0.2099,0.002,-0.0473,-0.0149,0.2079,-0.1626,0.769,0.7365,33.4,73.8,2.206,0.005328,4,0.0,0
width_m15,width,width,1,000060.png,1,0.1534,-0.1534,0.026,0.0055,-0.0075,0.1274,-0.146,0.828,0.9226,61.4,63.5,1.034,0.008375,2,0.0,0
width_m15,width,width,1,000060.png,0,0.2762,-0.2762,-0.0649,-0.1114,0.0218,0.2113,-0.1648,0.677,0.283,19.7,49.8,2.527,0.002105,2,0.0,0
width_m15,width,width,1,000066.png,1,0.1511,-0.1511,0.0834,-0.0114,-0.0051,0.0677,-0.1397,0.793,0.8335,34.9,38.7,1.109,0.002897,2,0.0,0
width_m15,width,width,1,000075.png,1,0.1314,-0.1314,-0.0141,-0.0126,0.0031,0.1173,-0.1188,0.856,0.9116,55.8,79.3,1.42,0.009504,5,0.339,0
width_m15,width,width,1,000075.png,1,0.2701,-0.2701,-0.0166,0.1143,0.0347,0.2535,-0.1558,0.685,0.4814,25.3,49.2,1.942,0.002674,5,0.0,0
width_m15,width,width,1,000107.png,1,0.1844,-0.1844,-0.0091,-0.0117,-0.0183,0.1753,-0.1661,0.788,0.8354,55.5,72.7,1.309,0.008661,7,0.0,0
width_m15,width,width,1,000107.png,1,0.2153,-0.2153,0.0224,0.0229,0.0911,0.1929,-0.1242,0.668,0.7325,48.0,66.9,1.393,0.006901,7,0.855,0
width_m15,width,width,1,000136.png,1,0.1492,-0.1492,-0.0028,-0.0033,-0.0004,0.1464,-0.1459,0.848,0.9678,164.1,370.3,2.257,0.13049,6,0.0,1
width_m15,width,width,1,000136.png,0,0.1698,0.1698,0.04,0.0714,-0.0001,0.1299,-0.0984,0.822,0.7334,57.5,162.3,2.823,0.020033,6,0.348,0
width_m15,width,translation_x,0,000136.png,0,0.1025,-0.0008,-0.033,0.1025,-0.0467,-0.0322,0.0695,0.746,0.7895,27.8,35.1,1.264,0.002093,6,0.282,0
width_m15,width,height,0,000136.png,0,0.184,0.0376,0.184,-0.0099,0.1417,-0.1464,-0.0423,0.743,0.7836,36.9,68.8,1.865,0.005446,6,0.0,0
width_m15,width,width,1,000136.png,1,0.1483,-0.1483,-0.0183,0.0446,0.0747,0.13,-0.0736,0.739,0.7798,51.1,166.6,3.257,0.018294,6,0.554,0
width_m15,width,width,1,000178.png,1,0.1863,-0.1863,0.0375,0.0167,0.0021,0.1488,-0.1696,0.79,0.812,48.3,149.1,3.088,0.015449,8,0.0,0
width_m15,width,width,1,000286.png,1,0.1403,-0.1403,0.0158,-0.0093,-0.0099,0.1245,-0.1304,0.845,0.8689,179.2,282.1,1.575,0.108536,11,0.577,1
width_m15,width,width,1,000286.png,1,0.1463,-0.1463,0.0003,-0.0174,0.0208,0.146,-0.1255,0.821,0.9428,79.6,110.0,1.381,0.018813,11,0.022,0
width_m15,width,width,1,000286.png,1,0.1707,-0.1707,0.0871,0.0015,-0.0053,0.0835,-0.1654,0.773,0.8155,26.3,80.2,3.056,0.004522,11,0.087,0
width_m15,width,width,1,000286.png,1,0.196,-0.196,-0.0449,-0.052,-0.016,0.151,-0.144,0.768,0.3258,50.2,59.9,1.194,0.006454,11,0.841,0
width_m15,width,width,1,000286.png,1,0.2268,-0.2268,0.0259,0.0422,0.0489,0.2009,-0.1779,0.711,0.6718,31.1,40.2,1.293,0.002681,11,0.46,0
width_m15,width,width,1,000357.png,1,0.1406,-0.1406,-0.0394,0.0062,-0.007,0.1012,-0.1336,0.825,0.9401,57.5,88.0,1.531,0.010847,8,0.347,0
width_m15,width,translation_x,0,000357.png,0,0.1061,0.0784,0.0416,-0.1061,-0.0603,0.0368,0.0277,0.73,0.5936,39.9,56.8,1.424,0.004859,8,0.569,0
width_m15,width,width,1,000386.png,1,0.1579,-0.1579,-0.0278,-0.0047,0.0136,0.1301,-0.1443,0.819,0.9544,200.2,414.0,2.067,0.177638,8,0.315,1
width_m15,width,scale,0,000386.png,0,0.1555,-0.1289,-0.182,0.0722,-0.0254,-0.0531,-0.1098,0.702,0.3354,82.4,189.6,2.303,0.033474,8,1.0,0
width_m15,width,width,1,000421.png,1,0.1792,-0.1792,0.0231,0.0135,0.0421,0.1561,-0.1371,0.762,0.6543,31.4,73.9,2.351,0.004991,7,0.515,0
width_m15,width,scale,0,000421.png,0,0.324,-0.3787,-0.2693,-0.13,-0.052,0.1095,-0.2488,0.454,0.4469,27.3,66.8,2.445,0.00392,7,0.683,0
width_m15,width,width,1,000456.png,1,0.1701,-0.1701,0.0404,0.0163,0.0261,0.1297,-0.144,0.794,0.6662,29.2,33.0,1.128,0.00207,2,0.0,0
width_m15,width,width,1,000462.png,1,0.15,-0.15,-0.0077,-0.0,0.0036,0.1423,-0.1464,0.843,0.9322,99.5,179.3,1.802,0.038295,7,0.202,0
width_m15,width,width,1,000462.png,1,0.1391,-0.1391,-0.0211,0.0053,-0.0098,0.1181,-0.1294,0.843,0.8345,99.8,206.8,2.072,0.044304,7,0.504,0
width_m15,width,width,1,000462.png,1,0.1557,-0.1557,0.0159,-0.0122,0.0011,0.1398,-0.1435,0.833,0.9171,129.2,238.0,1.842,0.066031,7,0.332,0
width_m15,width,width,1,000493.png,1,0.1331,-0.1331,-0.0029,-0.0219,-0.0012,0.1303,-0.1112,0.864,0.5733,25.5,35.0,1.372,0.001913,4,0.0,0
width_m15,width,width,1,000493.png,0,0.1643,-0.1643,-0.0118,0.12,0.0117,0.1525,-0.0443,0.752,0.8197,34.4,42.6,1.238,0.003145,4,0.0,0
width_m15,width,width,1,000521.png,1,0.1576,-0.1576,-0.0278,-0.0003,0.0332,0.1298,-0.1244,0.79,0.8935,61.4,132.9,2.166,0.017505,4,0.197,0
width_m15,width,translation_y,0,000521.png,0,0.1324,0.1183,-0.0291,0.0658,0.1324,0.0892,0.0141,0.684,0.5935,19.5,26.8,1.371,0.001121,4,0.0,0
width_m15,width,width,1,000537.png,1,0.1592,-0.1592,0.0682,-0.0012,0.0465,0.091,-0.1127,0.778,0.811,24.3,48.0,1.972,0.002506,2,0.0,0
width_m15,width,width,1,000537.png,1,0.1976,-0.1976,0.0448,0.0527,-0.0232,0.1527,-0.1448,0.773,0.5992,21.4,36.5,1.704,0.001679,2,0.0,0
width_m15,width,width,1,000539.png,0,0.2256,0.2256,-0.0399,-0.1268,0.0656,0.1857,-0.0987,0.707,0.7479,23.8,45.0,1.888,0.002302,7,0.265,0
width_m15,width,scale,0,000539.png,1,0.1674,-0.1953,-0.1396,-0.0104,-0.038,0.0558,-0.1574,0.692,0.8233,30.5,63.2,2.07,0.004145,7,0.25,0
width_m15,width,width,1,000539.png,0,0.2833,-0.2833,-0.1115,0.0748,-0.0205,0.1718,-0.2085,0.637,0.6364,21.2,47.7,2.253,0.002168,7,0.411,0
width_m15,width,width,1,000581.png,1,0.2506,-0.2506,0.001,-0.019,-0.0151,0.2496,-0.2316,0.73,0.7119,35.6,40.9,1.147,0.003126,1,0.0,0
width_m15,width,width,1,000601.png,0,0.1387,-0.1387,-0.0578,0.0068,0.0038,0.0809,-0.1319,0.811,0.6537,22.8,25.9,1.136,0.001267,2,0.0,0
width_m15,width,width,1,000601.png,1,0.1432,-0.1432,-0.0349,-0.0279,0.0912,0.1082,-0.052,0.718,0.736,34.4,66.0,1.919,0.004878,2,0.0,0
width_m15,width,width,1,000612.png,1,0.1576,-0.1576,0.0055,-0.0017,-0.0058,0.1522,-0.1519,0.834,0.8479,77.9,116.7,1.498,0.01951,9,0.334,0
width_m15,width,height,0,000612.png,1,0.1528,-0.1123,0.1528,-0.0866,0.0571,-0.0405,-0.0662,0.735,0.254,27.2,72.2,2.658,0.004215,9,0.714,0
width_m15,width,height,0,000612.png,0,0.2662,-0.1559,0.2662,0.0496,-0.1841,-0.1103,-0.0821,0.632,0.2632,46.1,133.0,2.888,0.013155,9,0.331,0
width_m15,width,width,1,000616.png,0,0.1483,0.1483,0.0428,-0.0549,0.0122,0.1055,-0.0934,0.835,0.6724,30.2,43.9,1.455,0.002843,3,0.05,0
width_m15,width,width,1,000623.png,1,0.1767,-0.1767,0.0122,0.0137,-0.0102,0.1645,-0.1629,0.809,0.9055,163.6,241.7,1.478,0.08489,7,0.0,1
width_m15,width,width,1,000623.png,0,0.1745,-0.1745,-0.0241,0.0363,-0.07,0.1504,-0.1045,0.723,0.3458,81.7,184.4,2.257,0.032358,7,0.031,0
width_m15,width,width,1,000647.png,1,0.1922,-0.1922,0.0382,0.0936,0.024,0.154,-0.0986,0.777,0.6811,22.1,33.1,1.501,0.001568,6,0.0,0
width_m15,width,width,1,000657.png,0,0.1335,-0.1335,-0.0373,-0.0163,-0.0605,0.0962,-0.073,0.77,0.3552,15.7,21.1,1.348,0.000709,2,0.0,0
width_m15,width,translation_y,0,000657.png,0,0.1368,0.0088,-0.0465,-0.0259,-0.1368,-0.0376,0.0904,0.721,0.5261,17.4,21.1,1.211,0.000788,2,0.0,0
width_m15,width,width,1,000664.png,1,0.1619,-0.1619,-0.03,0.016,-0.0121,0.1319,-0.146,0.813,0.9321,122.1,186.7,1.529,0.049257,5,0.045,0
width_m15,width,width,1,000683.png,1,0.1782,-0.1782,-0.0561,0.0259,0.0091,0.1221,-0.1522,0.776,0.809,26.2,43.0,1.641,0.002424,4,0.0,0
width_m15,width,width,1,000683.png,1,0.1601,-0.1601,-0.0659,0.029,0.0432,0.0943,-0.1169,0.769,0.3519,16.8,20.6,1.226,0.000743,4,0.0,0
width_m15,width,width,1,000714.png,1,0.1435,-0.1435,-0.0049,0.0037,0.0143,0.1386,-0.1293,0.834,0.9058,88.9,167.5,1.883,0.031979,6,0.252,0
width_m15,width,width,1,000725.png,0,0.173,-0.173,-0.0084,-0.0649,0.0029,0.1645,-0.1081,0.82,0.7178,67.4,164.2,2.437,0.023699,7,0.27,0
width_m15,width,height,0,000725.png,0,0.1353,0.0702,-0.1353,0.035,0.0637,-0.0651,-0.0716,0.815,0.8326,185.2,130.5,0.705,0.051786,7,0.414,1
width_m15,width,width,1,000725.png,1,0.1638,-0.1638,0.0132,0.0022,-0.0255,0.1506,-0.1383,0.799,0.829,29.1,32.9,1.129,0.002053,7,0.0,0
width_m15,width,width,1,000725.png,0,0.2127,0.2127,0.0014,0.1021,-0.0243,0.2113,-0.1106,0.789,0.7433,86.1,138.4,1.608,0.025543,7,0.852,1
width_m15,width,width,1,000725.png,1,0.2377,-0.2377,-0.0534,0.0582,-0.001,0.1842,-0.1795,0.722,0.6005,29.2,42.2,1.444,0.002646,7,0.664,0
width_m15,width,width,1,000729.png,1,0.1437,-0.1437,0.0109,-0.0025,-0.0113,0.1328,-0.1324,0.839,0.8966,138.1,297.1,2.151,0.0881,6,0.638,0
width_m15,width,width,1,000729.png,0,0.1238,0.1238,0.0875,-0.0762,0.0093,0.0363,-0.0476,0.797,0.6637,44.7,128.7,2.877,0.012365,6,0.351,0
width_m15,width,width,1,000729.png,1,0.15,-0.15,-0.0274,-0.0175,0.0396,0.1226,-0.1104,0.787,0.8454,52.2,69.9,1.34,0.007835,6,0.0,0
width_m15,width,height,0,000747.png,0,0.2514,0.0713,0.2514,0.0237,0.0259,-0.18,-0.2255,0.746,0.6725,18.2,23.0,1.262,0.000897,5,0.0,0
width_m15,width,translation_y,0,000747.png,0,0.1316,-0.117,-0.0949,-0.056,0.1316,0.0221,0.0146,0.675,0.6663,27.7,30.3,1.094,0.001805,5,0.0,0
width_m15,width,width,1,000747.png,1,0.3004,-0.3004,-0.0386,-0.0779,0.0043,0.2618,-0.2226,0.673,0.4229,28.6,98.4,3.433,0.00605,5,0.0,0
width_m15,width,width,1,000779.png,1,0.151,-0.151,-0.0075,0.0012,0.0026,0.1434,-0.1484,0.843,0.8938,94.7,245.2,2.589,0.049877,1,0.0,0
width_m15,width,width,1,000843.png,1,0.1702,-0.1702,-0.0062,-0.0119,0.0084,0.164,-0.1583,0.817,0.943,164.3,203.4,1.238,0.071776,9,0.029,1
width_m15,width,width,1,000843.png,1,0.1492,-0.1492,0.0045,-0.0693,-0.0298,0.1447,-0.0799,0.805,0.7798,45.1,66.9,1.481,0.006483,9,0.566,0
width_m15,width,width,1,000843.png,0,0.1251,-0.1251,0.0299,0.0239,-0.0637,0.0952,-0.0614,0.779,0.4797,18.8,25.8,1.373,0.001045,9,0.0,0
width_m15,width,width,1,000846.png,0,0.1361,0.1361,0.0026,-0.038,0.0226,0.1336,-0.0981,0.843,0.6837,22.7,58.7,2.582,0.002862,7,0.0,0
width_m15,width,width,1,000846.png,1,0.1441,-0.1441,0.0272,0.0111,0.0118,0.1169,-0.1323,0.836,0.8854,73.3,115.1,1.57,0.018109,7,0.024,0
width_m15,width,translation_y,0,000846.png,0,0.1004,-0.074,-0.0744,-0.0067,-0.1004,-0.0005,0.0259,0.755,0.5192,15.9,26.5,1.66,0.000907,7,0.0,0
width_m15,width,height,0,000846.png,0,0.2328,-0.044,-0.2328,0.007,-0.0514,-0.1888,-0.1815,0.733,0.5703,32.5,70.1,2.157,0.00489,7,0.105,0
width_m15,width,width,1,000846.png,0,0.5633,0.5633,0.0676,0.0473,-0.1453,0.4957,-0.418,0.499,0.558,22.5,56.9,2.524,0.002752,7,0.0,0
width_m15,width,width,1,000851.png,1,0.126,-0.126,0.0878,-0.0062,0.0354,0.0382,-0.0906,0.812,0.8702,36.3,47.0,1.293,0.003669,2,0.0,0
width_m15,width,width,1,000859.png,1,0.1227,-0.1227,-0.0141,0.0449,-0.001,0.1086,-0.0778,0.865,0.8109,71.8,91.2,1.27,0.014052,6,0.423,0
width_m15,width,width,1,000859.png,0,0.2538,0.2538,0.0552,-0.136,-0.0309,0.1986,-0.1178,0.74,0.6945,172.6,106.1,0.615,0.039311,6,0.0,1
width_m15,width,width,1,000859.png,0,0.2669,0.2669,0.0911,-0.0987,0.0148,0.1758,-0.1682,0.723,0.6033,21.8,30.6,1.407,0.00143,6,0.304,0
width_m15,width,width,1,000882.png,1,0.1746,-0.1746,0.0407,-0.0049,0.0054,0.1339,-0.1692,0.799,0.9392,158.1,218.8,1.384,0.074309,9,0.279,0
width_m15,width,width,1,000882.png,1,0.1728,-0.1728,-0.0049,-0.0344,0.05,0.168,-0.1228,0.754,0.897,34.9,37.5,1.075,0.002812,9,0.387,0
width_m15,width,scale,0,000882.png,0,0.1374,-0.1534,-0.1214,0.0337,-0.0584,0.032,-0.0951,0.744,0.6687,26.7,29.5,1.106,0.001689,9,0.104,0
width_m15,width,width,1,000918.png,1,0.205,-0.205,0.0103,-0.0748,0.0473,0.1948,-0.1302,0.731,0.7536,41.2,56.8,1.377,0.005025,7,0.594,0
width_m15,width,width,1,000918.png,1,0.1579,-0.1579,0.0372,-0.0244,0.0903,0.1208,-0.0676,0.716,0.4645,33.0,40.0,1.213,0.002836,7,0.63,0
width_m15,width,scale,0,000918.png,1,0.2033,-0.2255,-0.1811,-0.0156,0.0061,0.0444,-0.2099,0.634,0.313,24.8,54.5,2.198,0.0029,7,0.0,0
width_m15,width,width,1,000930.png,1,0.1648,-0.1648,-0.0444,0.0344,0.041,0.1204,-0.1238,0.77,0.8378,37.8,46.3,1.224,0.003755,3,0.0,0
width_m15,width,width,1,000933.png,1,0.1462,-0.1462,-0.007,0.0153,0.0189,0.1392,-0.1274,0.824,0.8974,43.4,60.5,1.395,0.005629,1,0.0,0
width_m15,width,width,1,000936.png,1,0.1201,-0.1201,-0.0242,0.0219,-0.0308,0.0959,-0.0892,0.828,0.8931,46.0,52.8,1.149,0.005217,12,0.411,0
width_m15,width,height,0,000936.png,0,0.2352,-0.1165,-0.2352,0.0275,-0.139,-0.1187,-0.0962,0.645,0.272,61.4,122.0,1.986,0.016092,12,0.832,0
width_m15,width,height,0,000936.png,0,0.252,-0.0251,0.252,-0.0563,0.2217,-0.227,-0.0304,0.611,0.3914,93.0,152.8,1.643,0.030519,12,0.98,1
width_m15,width,scale,0,000936.png,0,0.2317,-0.2473,-0.2161,0.0445,-0.0796,0.0312,-0.1677,0.59,0.3649,38.0,90.9,2.389,0.007423,12,0.978,0
width_m15,width,height,0,000985.png,0,0.138,0.0059,0.138,0.0037,0.0644,-0.1321,-0.0736,0.872,0.344,58.9,128.5,2.182,0.016225,11,0.898,0
width_m15,width,width,1,000985.png,1,0.1479,-0.1479,-0.014,-0.0119,0.0091,0.134,-0.136,0.837,0.9612,182.6,376.0,2.058,0.147156,11,0.135,1
width_m15,width,height,0,000998.png,0,0.1239,-0.0886,0.1239,0.0032,-0.0446,-0.0353,-0.0793,0.819,0.6931,31.7,40.4,1.273,0.002752,8,0.127,0
width_m15,width,width,1,000998.png,1,0.1411,-0.1411,0.0579,0.0026,0.0125,0.0832,-0.1286,0.818,0.8867,72.3,150.9,2.087,0.023435,8,0.154,0
width_m15,width,width,1,000998.png,1,0.2047,-0.2047,-0.0041,-0.0386,0.0139,0.2006,-0.166,0.775,0.8246,63.7,78.7,1.236,0.010773,8,0.614,0
width_m15,width,width,1,001012.png,1,0.1272,-0.1272,-0.0088,0.0106,0.032,0.1184,-0.0952,0.821,0.8787,82.4,118.9,1.442,0.021043,6,0.041,0
width_m15,width,width,1,001012.png,1,0.1468,-0.1468,-0.0258,0.0013,0.0203,0.121,-0.1265,0.82,0.9453,194.8,360.5,1.851,0.15073,6,0.0,1
width_m15,width,width,1,001013.png,1,0.1392,-0.1392,0.0065,-0.0207,-0.0071,0.1326,-0.1184,0.85,0.8936,67.9,74.1,1.091,0.01078,9,0.0,0
width_m15,width,height,0,001013.png,0,0.127,-0.0574,0.127,-0.0287,0.0719,-0.0696,-0.0551,0.829,0.7421,116.2,154.6,1.331,0.038519,9,1.0,1
width_m15,width,scale,0,001013.png,1,0.3601,-0.4251,-0.2951,0.0466,-0.1498,0.13,-0.2754,0.403,0.3432,63.6,153.5,2.414,0.020907,9,1.0,0
width_m15,width,width,1,001044.png,1,0.1818,-0.1818,-0.0389,-0.0089,-0.0209,0.143,-0.1609,0.784,0.8868,142.5,197.9,1.388,0.060545,7,0.468,0
width_m15,width,width,1,001100.png,1,0.1265,-0.1265,0.0261,0.0194,-0.0378,0.1004,-0.0887,0.816,0.8259,36.4,91.5,2.516,0.00715,8,0.295,0
width_m15,width,width,1,001100.png,1,0.1561,-0.1561,-0.038,-0.0064,-0.0157,0.118,-0.1404,0.812,0.8266,113.2,100.6,0.888,0.024442,8,0.0,0
width_m15,width,width,1,001100.png,1,0.1536,-0.1536,0.0573,0.036,-0.004,0.0963,-0.1176,0.807,0.5951,43.2,51.7,1.194,0.004795,8,0.047,0
width_m15,width,width,1,001100.png,1,0.2338,-0.2338,0.0007,0.1774,-0.0961,0.233,-0.0564,0.565,0.3194,25.0,29.8,1.193,0.0016,8,0.163,0
width_m15,width,width,1,001143.png,1,0.162,-0.162,-0.0157,-0.0071,-0.0247,0.1464,-0.1374,0.799,0.9242,107.4,211.2,1.966,0.048717,4,0.0,0
width_m15,width,width,1,001158.png,1,0.1534,-0.1534,-0.1171,-0.0384,-0.0189,0.0363,-0.115,0.748,0.677,132.3,231.4,1.748,0.065623,5,0.0,0
width_m15,width,width,1,001190.png,1,0.1518,-0.1518,-0.0096,0.0015,-0.001,0.1423,-0.1503,0.84,0.9413,173.2,458.3,2.646,0.170417,7,0.076,1
width_m15,width,height,0,001190.png,0,0.1368,-0.0087,0.1368,0.0287,0.0442,-0.1281,-0.0926,0.834,0.9055,100.2,131.4,1.311,0.028289,7,0.341,0
width_m15,width,width,1,001190.png,1,0.2335,-0.2335,0.1299,-0.026,0.0106,0.1036,-0.2075,0.697,0.8596,65.7,94.7,1.441,0.013372,7,0.463,0
width_m15,width,width,1,001192.png,1,0.2506,-0.2506,0.0649,0.0398,0.0669,0.1856,-0.1836,0.673,0.8823,37.3,46.0,1.235,0.00368,3,0.0,0
width_m15,width,width,1,001209.png,1,0.1418,-0.1418,0.0477,0.0237,-0.0006,0.094,-0.1181,0.824,0.9475,39.0,42.8,1.097,0.003584,13,0.0,0
width_m15,width,width,1,001209.png,1,0.1574,-0.1574,-0.0158,0.0071,0.0163,0.1416,-0.141,0.816,0.9294,161.4,276.3,1.712,0.09574,13,0.282,0
width_m15,width,width,1,001209.png,1,0.1634,-0.1634,0.0397,-0.0274,0.0167,0.1236,-0.1359,0.81,0.7334,81.5,160.9,1.974,0.028147,13,0.713,0
width_m15,width,height,0,001209.png,1,0.1465,-0.0199,0.1465,0.0496,-0.0212,-0.1266,-0.0969,0.795,0.5922,49.0,106.8,2.177,0.011241,13,0.871,0
width_m15,width,height,0,001209.png,0,0.1634,-0.0753,-0.1634,-0.0298,-0.045,-0.0881,-0.1184,0.774,0.3786,74.7,153.9,2.061,0.02467,13,0.808,0
width_m15,width,width,1,001209.png,1,0.2452,-0.2452,0.0659,0.0851,-0.003,0.1793,-0.1601,0.719,0.6785,18.5,30.3,1.643,0.001203,13,0.0,0
width_m15,width,translation_x,0,001209.png,0,0.1528,0.0158,-0.0645,-0.1528,-0.0262,-0.0487,0.0883,0.695,0.2967,29.8,70.4,2.362,0.004505,13,0.704,0
width_m15,width,width,1,001226.png,1,0.168,-0.168,-0.0604,0.0071,0.0241,0.1076,-0.1439,0.782,0.4366,18.7,24.6,1.314,0.000986,4,0.0,0
width_p15,width,width,1,000006.png,1,0.1827,0.1827,0.0045,-0.0176,-0.0066,0.1782,-0.165,0.835,0.3256,40.6,68.3,1.68,0.005989,4,0.197,0
width_p15,width,width,1,000029.png,1,0.2164,0.2164,0.012,0.0208,0.0526,0.2044,-0.1638,0.746,0.5179,29.7,35.8,1.206,0.00228,1,0.0,0
width_p15,width,width,1,000060.png,1,0.1454,0.1454,0.026,0.0055,-0.0075,0.1193,-0.1379,0.851,0.9226,61.4,63.5,1.034,0.008375,2,0.0,0
width_p15,width,width,1,000060.png,0,0.2762,-0.2762,-0.0649,-0.1114,0.0218,0.2113,-0.1648,0.677,0.283,19.7,49.8,2.527,0.002105,2,0.0,0
width_p15,width,width,1,000066.png,1,0.132,0.132,-0.0248,-0.0357,0.0637,0.1072,-0.0682,0.783,0.8232,27.4,42.9,1.568,0.002523,2,0.0,0
width_p15,width,width,1,000075.png,1,0.1751,0.1751,-0.0141,-0.0126,0.0031,0.161,-0.1625,0.841,0.9116,55.8,79.3,1.42,0.009504,5,0.371,0
width_p15,width,width,1,000075.png,0,0.1413,-0.1413,-0.0166,0.1143,0.0347,0.1247,-0.027,0.733,0.4814,25.3,49.2,1.942,0.002674,5,0.0,0
width_p15,width,width,1,000091.png,1,0.5296,-0.5296,-0.0493,0.1926,-0.0931,0.4803,-0.337,0.402,0.29,30.3,72.0,2.379,0.004681,1,0.0,0
width_p15,width,width,1,000107.png,1,0.2014,0.2014,0.0362,0.0563,0.0816,0.1651,-0.1198,0.716,0.5647,34.0,40.3,1.184,0.002943,7,0.496,0
width_p15,width,translation_x,0,000136.png,0,0.1025,-0.0008,-0.033,0.1025,-0.0467,-0.0322,0.0695,0.746,0.7895,27.8,35.1,1.264,0.002093,6,0.282,0
width_p15,width,height,0,000136.png,0,0.184,0.0376,0.184,-0.0099,0.1417,-0.1464,-0.0423,0.743,0.7836,36.9,68.8,1.865,0.005446,6,0.054,0
width_p15,width,width,1,000136.png,1,0.3453,0.3453,0.04,0.0714,-0.0001,0.3054,-0.2739,0.715,0.7334,57.5,162.3,2.823,0.020033,6,0.405,0
width_p15,width,width,1,000286.png,1,0.1201,0.1201,0.0117,-0.0001,0.022,0.1084,-0.0981,0.856,0.8626,57.6,79.3,1.376,0.009811,11,0.502,0
width_p15,width,width,1,000292.png,1,0.1313,0.1313,-0.0001,0.0042,0.0187,0.1312,-0.1126,0.853,0.9173,65.0,68.3,1.052,0.009531,1,0.0,0
width_p15,width,width,1,000295.png,1,0.1269,0.1269,0.0083,-0.0064,-0.0267,0.1185,-0.1002,0.844,0.9016,95.4,134.6,1.411,0.027569,2,0.0,0
width_p15,width,width,1,000332.png,1,0.2088,0.2088,0.0267,-0.0264,0.0028,0.1821,-0.1824,0.806,0.8599,36.5,46.3,1.268,0.003655,1,0.0,0
width_p15,width,width,1,000357.png,1,0.1467,0.1467,0.0061,-0.0172,-0.0094,0.1406,-0.1295,0.857,0.8381,40.3,71.8,1.782,0.006202,8,0.589,0
width_p15,width,translation_x,0,000357.png,0,0.1061,0.0784,0.0416,-0.1061,-0.0603,0.0368,0.0277,0.73,0.5936,39.9,56.8,1.424,0.004859,8,0.661,0
width_p15,width,width,1,000386.png,1,0.1393,0.1393,-0.0278,-0.0047,0.0136,0.1115,-0.1257,0.856,0.9544,200.2,414.0,2.067,0.177638,8,0.273,1
width_p15,width,scale,0,000386.png,0,0.1555,-0.1289,-0.182,0.0722,-0.0254,-0.0531,-0.1098,0.702,0.3354,82.4,189.6,2.303,0.033474,8,1.0,0
width_p15,width,width,1,000421.png,1,0.1344,0.1344,-0.0128,-0.0094,0.0214,0.1215,-0.113,0.847,0.8709,33.7,85.6,2.541,0.006191,7,0.0,0
width_p15,width,width,1,000421.png,1,0.1621,0.1621,-0.0506,0.0425,0.0453,0.1114,-0.1168,0.792,0.8724,36.3,110.7,3.052,0.008618,7,0.344,0
width_p15,width,scale,0,000421.png,1,0.2774,-0.2856,-0.2693,-0.13,-0.052,0.0163,-0.1556,0.522,0.4469,27.3,66.8,2.445,0.00392,7,0.835,0
width_p15,width,width,1,000493.png,0,0.1643,-0.1643,-0.0118,0.12,0.0117,0.1525,-0.0443,0.752,0.8197,34.4,42.6,1.238,0.003145,4,0.0,0
width_p15,width,width,1,000521.png,1,0.286,0.286,-0.0291,0.0658,0.1324,0.2569,-0.1536,0.611,0.5935,19.5,26.8,1.371,0.001121,4,0.0,0
width_p15,width,height,0,000539.png,0,0.1396,-0.0533,-0.1396,-0.0104,-0.038,-0.0862,-0.1016,0.815,0.8233,30.5,63.2,2.07,0.004145,7,0.278,0
width_p15,width,width,1,000539.png,0,0.2256,0.2256,-0.0399,-0.1268,0.0656,0.1857,-0.0987,0.707,0.7479,23.8,45.0,1.888,0.002302,7,0.346,0
width_p15,width,width,1,000539.png,0,0.2833,-0.2833,-0.1115,0.0748,-0.0205,0.1718,-0.2085,0.637,0.6364,21.2,47.7,2.253,0.002168,7,0.411,0
width_p15,width,width,1,000577.png,1,0.1226,0.1226,0.0044,-0.0115,-0.0159,0.1183,-0.1067,0.864,0.9033,123.6,173.1,1.4,0.045926,5,0.206,0
width_p15,width,width,1,000577.png,0,0.1938,0.1938,-0.1132,-0.1024,0.0588,0.0806,-0.0913,0.746,0.4308,130.9,69.6,0.532,0.019575,5,0.0,1
width_p15,width,width,1,000601.png,0,0.1387,-0.1387,-0.0578,0.0068,0.0038,0.0809,-0.1319,0.811,0.6537,22.8,25.9,1.136,0.001267,2,0.0,0
width_p15,width,width,1,000612.png,1,0.1397,0.1397,0.0055,-0.0017,-0.0058,0.1342,-0.1339,0.868,0.8479,77.9,116.7,1.498,0.01951,9,0.363,0
